objectid,filename,youtubeid,vimeoid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,source,identifier,rights,rightsstatement,type,culture
coll157,157,,,"Votive slip folio 14 verso 5, 769.952.C685 v.16",image/jpg,Single-unit votive slip with double black border. Purple and orange squares at top with black text. Demon mask.,Unknown,,Unknown,single-page; print,Oni; Masks,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v16_0029e,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll158,158,,,"Votive slip folio 12 verso 1, 769.952.C685 v.15",image/jpg,Two-unit votive slip with double black border. Kabuki scene. Male figure with red genie. Decorative fan shapes at top with ren mark patterns and black text.,Unknown,,Unknown,single-page; print,Oni,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v15_0025a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll159,159,,,"Votive slip folio 31 verso 3, 769.952.C685 v.13",image/jpg,Two-unit votive slip with double black border. Image with two white votive slips with black ren marks and text in bottom right corner.,Unknown,,Unknown,single-page; print,Oni,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v13_0060c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll160,160,,,"Rashōmon, from the series One Hundred Nō Plays (Nōgaku hyakuban)",image/jpg,,"TSUKIOKA Kōgyo 月岡耕漁 (Japanese, 1869-1927)",,"Taishô period (1912-1926), 1922-1926",single-page; print,Oni,Japan,35.6762,139.6503,"Gift of Elizabeth D. Moyer & Michael C. Powanda, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",2017:36.51,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll161,161,,,"Rashōmon, from the series Pictures of Nō Plays (Nōgaku zue)",image/jpg,,"TSUKIOKA Kōgyo 月岡耕漁 (Japanese, 1869-1927)",,"Meiji period (1868-1912), 1898",single-page; print,Oni,Japan,35.6762,139.6503,"Gift of Elizabeth D. Moyer & Michael C. Powanda, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",2017:36.1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll162,162,,,Kyōsai's Illustrations of the Hundred Demons (Kyōsai hyakki gadan),image/jpg,,"KAWANABE Kyōsai 河鍋暁斎 (Japanese, 1831-1889)",,"Meiji period (1868-1912), August 1889",multi-page; book,Oni; Hyakki Yagyō,Japan,35.6762,139.6503,"Gift of Dr. Don E. and Carol Steichen Dumond, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",2003:10.3,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll163,163,,,Momotarō Scattering Beans on New Year's Eve (Momotarō mamemaki no zu),image/jpg,,"TSUKIOKA Yoshitoshi 月岡芳年 (Japanese, 1839-1892)",,"Edo (Tokugawa) period (1615-1868), 1859 (Ansei 6, 9th month)",single-page; print,Oni,Japan,35.6762,139.6503,"Gift of Mr. and Mrs. John N. Winton, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1969:37.120a-c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll164,164,,,Nōsatsu,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni; Masks,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.767,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll165,165,,,Nōsatsu of demons and fire,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.680,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll166,166,,,Nōsatsu,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni; En no Gyōja,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.660,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll167,167,,,Nōsatsu of Tattooed Fireman Bathing in a Waterfall (Suikoden mitate),image/jpg,Nosatsu of Chôyûkai Members Bathing in Waterfall [Suikoden mitate],Unknown,,"Taishô period (1912-1926), 1925",single-page; nôsatsu print,Oni; Tattoos,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.226,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll168,168,,,"Nōsatsu, Thunder God (Raijin) in Ōtsu-e style",image/jpg,Nosatsu depicting Ôtsue of oni dressed as itinerant priest,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni; Ōtsue,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.209,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll169,169,,,Nōsatsu of Demon/Monk (or Raijin?) in Ōtsu-e style,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni; Ōtsue,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1734,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll170,170,,,Nōsatsu of Wind God (Fujin) in Ōtsu-e style,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni; Ōtsue,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art",1964:3.23.1729,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll171,171,,,Nōsatsu,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni; En no Gyōja,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1711,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll172,172,,,Nōsatsu of ema with demons and sumō,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1540,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll173,173,,,"Nōsatsu, Momotarō vs. Oni",image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1510,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll174,174,,,Nōsatsu,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1454,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll175,175,,,Nōsatsu,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1453,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll176,176,,,Nōsatsu with toys,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1428,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll177,177,,,"Nōsatsu, Oni ‑ Hell series",image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni; Hell,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1186,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll178,178,,,Nōsatsu of demon monk in Ōtsu-e style,image/jpg,,Unknown,,"
Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Oni; Ōtsue,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1090,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll179,179,,,"Votive slip folio 14 verso 1, NE1184.35.N67 v.2",image/jpg,Four-unit votive slip with decorative black and gold border. Image of two men hunting creature. Red seals in lower left corner.,Unknown,,Unknown,single-page; print,Nue,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",NE1184_35_N67_v02_029a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll180,180,,,"Votive slip folio 35 verso 2, 769.952.C685 v.7",image/jpg,"Two-unit votive slip with double black border. Image of a young woman in purple floral kimono, with young boy in blue plaid kimono, watching (and possibly frightened) by a shadow puppet show. In the upper left corner are white and orange squares with black text.",Unknown,,Unknown,single-page; print,Other senjafuda motifs,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v7_0071b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll181,181,,,"Votive slip folio 15 recto 1, 769.952.C685 v.24",image/jpg,Single-unit votive slip with black border. White text and drawing on black background.,Unknown,,Unknown,single-page; print,Other senjafuda motifs,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v24_0032a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll182,182,,,"Votive slip folio 9 verso 1, 769.952.C685 v.36",image/jpg,"Two-unit votive slip with black border. Depicts woman in multicolored kimono with flower blossoms. She holds a dagger in one hand and kneels on the floor away from a large green serpent with light blue belly. Red slip and yellow slip with black text along upper right edge. Multiple black and white slips along right edge, in bottom right and upper left corners.",Unknown,,Unknown,single-page; print,Serpents,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v36_0019a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll183,183,,,"Votive slip folio 8 recto 3, 769.952.C685 v.36",image/jpg,"Two-unit votive slip with black border. Depicts male and female wrestinling with enormous brown snake with red belly. Red slip and yellow slip with black text along upper right edge. Multiple black and white slips bunched in right bottom corner, outliers along right and left edges.",Unknown,,Unknown,single-page; print,Serpents,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v36_0018c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll184,184,,,"Folio 7 recto, NE1184.35.N67 v.8",image/jpg,Two-unit votive slip at center of page. Monochrome drawing of man with large black beard. Two white slips with black text in upper left corner.,Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",NE1184_35_N67_v8_016,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll185,185,,,"Votive slip folio 33 recto 1, NE1184.35.N67 v.34",image/jpg,Two-unit votive slip with double black border demarcating single units. Image of bearded man with red ghoul and multiple white slips with black text.,Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",NE1184_35_N67_v34_068a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll186,186,,,"Votive slip folio 16 recto 2, NE1184.35.N67 v.34",image/jpg,"Two-unit votive slip with double black border. Edges tarnished and torn. Image of large bearded man with two ghouls, group of white slips with black text. Red ren mark and red slip with black text in upper right corner.",Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",NE1184_35_N67_v34_034b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll187,187,,,"Shōki (Chinese, Zhong Kui) the Demon Queller",image/jpg,,"UTAGAWA Kuniyoshi 歌川國芳 (Japanese, 1797-1861)",,"
Edo (Tokugawa) period (1615-1868), 1847-48",single-page; print,Shōki,Japan,35.6762,139.6503,"Murray Warner Collection of Oriental Art, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",MWJ51:K144,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll188,188,,,"Votive slip folio 11 recto 2, 769.952.C6854",image/jpg,"Two-unit votive slip with double black border. A green goblin runs from a sword-wielding man in black who extends his arm and sword from a circular cut out. Black text at left, black text with seal at right.",Unknown,,Unknown,single-page; print,Oni; Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_C6854_0024b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll189,189,,,"Votive slip folio 44 verso 2, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Bearded figure in white. Black text and red seal to left of figure.,Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0089b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll190,190,,,"Votive slip folio 41 recto 3, 769.952.C685 v.39",image/jpg,"Single-unit votive slip with double black border. Orange background, white slip with black text in upper left corner. Image of man in white with black beard.",Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0084c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll191,191,,,"Votive slip folio 34 recto 6, 769.952.C685 v.38",image/jpg,Single-unit votive slip with double black border. Figure in grey on red platform. White slip with black text below.,Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v38_0070f,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll192,192,,,"Votive slip folio 13 verso 6, 769.952.C685 v.16",image/jpg,"Single-unit votive slip with double black border. Purple and orange squares at top with black text. Figures below, small figure with red body paint.",Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v16_0027f,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll193,193,,,"Votive slip folio 16 verso 2, 769.952.C685 v.15",image/jpg,"Two-unit votive slip with double black border. Kabuki scene with large bearded male holding blue sword, pink child figure with large axe. Decorative fan shapes at top with ren mark patterns and black text.",Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v15_0033b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll194,194,,,"Votive slip folio 41 verso 1, 769.952.C685 v.13",image/jpg,Two-unit votive slip with double black border and green perimeter. Partial view of white flag with red image of man holding sword above head. Black text on light pink and green background in upper right corner. Black text with two red seals just to left. Two white slips with black text in lower left corner.,Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v13_0080a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll195,195,,,"Votive slip folio 16 recto 3, 769.952.C685 v.12",image/jpg,Two-unit votive slip with faded double black border. Image of white flag depicting a bright pink samurai. A pasting tool extends from the bottom edge towards two slips. Text in box upper right corner.,Unknown,,Unknown,single-page; print,Shōki,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v12_0034c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
